0,21,3
0,37,5
1,30,3
1,40,2
2,30,3
2,37,5
3,21,3
4,21,11
4,23,2
4,31,11
5,21,3
6,30,3
7,31,2
7,37,5
8,22,4
9,29,2
9,30,3
9,31,2
9,40,2
9,107,2
9,152,2
10,21,11
10,30,11
10,84,11
11,22,4
11,37,5
11,83,5
11,135,4
12,22,4
12,37,5
12,83,5
13,30,3
15,21,3
16,21,11
16,22,12
16,84,11
16,135,12
18,22,4
18,37,5
18,135,4
24,23,6
24,31,6
24,37,5
24,40,6
24,83,5
24,107,6
25,23,6
25,31,6
25,37,5
25,40,6
25,83,5
27,37,9
27,83,9
28,23,6
28,31,6
28,37,5
28,40,6
28,83,5
28,107,6
28,152,6
32,22,4
32,37,5
32,83,5
32,135,4
34,37,1
38,29,10
38,31,10
38,152,10
43,21,7
43,22,8
43,30,7
43,135,8
43,175,8
45,21,7
45,22,8
45,30,7
45,37,9
45,83,9
45,135,8
45,149,8
45,175,8
49,107,6
55,21,11
55,30,11
57,30,11
57,84,11
58,37,5
58,83,5
59,37,5
65,22,4
65,37,5
65,83,5
67,37,5
67,83,5
69,22,4
69,37,4
69,83,5
71,21,11
71,30,11
76,22,8
76,33,5
76,83,5
76,135,8
77,21,7
77,22,8
77,30,7
77,37,9
77,135,8
79,30,3
79,37,5
81,37,5
88,22,4
88,37,5
88,135,4
90,29,2
90,31,2
90,107,2
90,152,2
91,23,6
91,31,6
91,37,5
91,83,5
93,22,8
93,37,9
93,83,9
94,30,7
96,21,7
96,22,8
96,30,7
96,135,8
96,149,8
98,30,7
99,30,7
101,37,5
103,23,6
103,31,6
103,37,5
103,40,6
103,83,5
103,152,6
109,23,6
109,31,6
109,40,6
109,83,5
109,107,6
115,31,2
115,37,9
115,40,2
115,83,9
118,21,11
120,21,3
120,30,3
121,22,8
124,21,11
124,22,12
124,30,11
126,21,11
126,30,11
129,21,11
129,22,12
129,135,12
130,21,11
132,30,7
134,21,11
140,37,5
140,83,5
142,37,1
143,31,6
143,30,6
43,107,6
154,21,3
158,22,8
159,83,9
159,135,12
160,22,5
160,135,4
164,22,8
164,60,8
165,21,11
165,22,12
165,135,12
165,149,12
167,37,9
176,22,8
176,37,9
176,83,9
176,135,8
176,149,8
181,22,4
181,37,5
181,83,11
183,22,8
183,37,9
183,83,9
181,21,3
190,30,3
201,21,11
201,22,8
