0,3,2
0,7,2
0,8,2
1,3,4
1,7,4
2,4,1
2,42,1
5,3,4
5,7,4
6,3,2
6,7,2
6,8,2
6,27,2
6,47,2
9,3,2
9,7,2
9,8,2
11,3,2
11,27,2
14,4,1
14,42,1
15,4,1
15,7,2
15,8,2
15,42,1
16,4,1
16,42,1
17,4,1
17,42,1
19,4,1
19,42,1
21,4,1
21,42,1
22,4,1
22,42,1
26,4,1
26,42,1
30,3,4
30,7,4
31,3,2
31,7,2
31,8,2
31,47,2
33,8,4
34,3,2
34,7,2
34,8,2
34,47,2
35,4,1
35,42,1
39,4,1
39,42,1
40,4,1
40,42,1
40,107,1
44,3,2
44,7,2
44,8,2
45,3,2
45,7,2
45,8,2
45,47,2
45,60,3
46,3,2
46,7,2
46,8,2
49,4,1
49,42,1
51,3,2
51,7,2
51,8,2
51,47,2
52,4,1
52,42,1
54,3,2
54,7,2
54,8,2
54,27,2
54,47,2
54,60,3
54,76,3
54,78,3
57,3,2
57,7,2
57,8,2
59,7,4
61,4,1
62,4,1
62,42,1
64,4,1
64,42,1
68,3,2
68,7,2
68,8,2
69,7,4
70,3,2
71,7,4
72,7,4
75,7,4
77,7,4
79,7,4
81,3,4
81,7,4
81,47,4
83,60,3
88,7,4
89,42,1
92,42,1
93,47,4
94,3,2
94,7,2
94,8,2
98,4,1
98,42,1
100,8,2
100,47,2
104,8,4
105,7,4
108,3,2
