0,21,5
0,27,6
1,19,6
1,21,5
1,27,6
1,38,6
1,48,6
1,114,5
1,122,6
1,162,6
2,7,1
2,27,2
3,7,5
4,7,9
4,21,9
4,23,8
4,114,9
5,7,1
11,21,9
12,23,8
14,23,8
14,26,7
14,66,8
14,120,7
16,7,9
16,21,9
16,23,12
17,23,12
17,42,11
17,49,11
17,137,11
20,7,5
20,21,5
20,23,4
20,114,5
20,164,5
24,26,11
24,27,10
24,48,10
24,173,11
28,21,9
28,26,11
28,27,2
29,7,1
29,21,1
29,27,2
29,48,2
29,114,1
31,26,7
31,42,7
31,112,7
31,120,7
31,151,4
34,23,12
34,42,11
34,49,11
34,137,11
35,27,2
35,38,2
35,48,2
36,23,12
36,40,12
36,42,11
36,66,11
36,77,11
39,23,12
39,66,8
41,23,12
41,26,11
41,27,10
41,48,10
41,173,11
43,21,5
43,23,4
44,7,5
44,21,5
44,23,4
44,108,5
44,114,5
44,164,5
46,24,3
46,42,3
46,137,3
47,42,11
50,21,5
53,7,5
54,21,5
54,123,4
61,66,4
64,23,4
65,23,8
69,7,5
69,27,2
69,48,2
69,114,5
71,27,2
73,23,8
73,26,7
75,23,8
83,24,8
85,21,9
85,23,8
85,27,2
85,42,11
87,26,11
87,48,10
87,173,11
93,21,5
93,114,5
96,7,5
96,114,5
101,21,5
101,114,5
104,26,3
106,26,11
106,42,11
118,27,2
128,27,2
134,23,8
135,23,12
138,7,5
138,21,5
143,114,5
146,27,2
147,23,8
147,66,8
152,26,7
153,26,11
156,26,3
156,42,3
159,21,5
163,42,11
168,27,6
174,7,5
178,23,8
180,23,8
180,158,8
